No.,Time,Source,Destination,Protocol,Length,goEID,Cmd,llno,parameter,allData,item_1,item_2,item_3,item_4,bit-str1,bit-str2,bit-str3,bit-str4
1874,104.92937,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1875,105.089735,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1876,105.411564,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1877,105.428735,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1878,105.444082,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1879,105.444083,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1881,105.679538,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1882,105.67954,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1883,105.680585,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1886,105.926598,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1887,106.08042,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1889,106.424641,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1892,106.689158,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1893,106.68916,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
1895,106.922363,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1896,107.088244,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1897,107.410126,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1898,107.420861,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1899,107.442974,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1900,107.443691,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1902,107.678446,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1903,107.680207,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1904,107.680208,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1908,107.919403,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1909,108.07864,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1912,108.417632,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1914,108.687679,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1915,108.687681,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
1918,108.916169,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1919,109.086449,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1920,109.408377,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1921,109.416192,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1922,109.442085,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1923,109.442087,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1925,109.676731,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1926,109.677783,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1927,109.677785,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1930,109.914149,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1931,110.076957,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1933,110.41114,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1935,110.687472,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1936,110.688167,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
1940,110.909388,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1941,111.084759,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1942,111.406651,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1943,111.409173,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1944,111.4399,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1945,111.4412,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1947,111.675797,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1948,111.675799,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1949,111.6758,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1952,111.906402,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1953,112.075622,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1955,112.405947,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1957,112.68464,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1958,112.684641,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
1961,112.903353,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1962,113.083012,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1963,113.402196,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1964,113.404645,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1965,113.439159,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1966,113.439161,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1968,113.673905,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1969,113.675105,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1970,113.675107,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1974,113.900581,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1975,114.074283,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1977,114.398861,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1979,114.68256,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1980,114.683418,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
1984,114.896922,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1985,115.081187,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1986,115.397836,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1987,115.403103,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
1988,115.437725,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
1989,115.437727,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
1991,115.672511,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1992,115.674038,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
1993,115.67404,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
1996,115.894007,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
1997,116.073125,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
1999,116.391938,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2001,116.681166,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2002,116.682356,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2005,116.891434,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2006,117.079546,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2007,117.388718,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2008,117.401359,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2009,117.43692,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2010,117.436921,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2012,117.670489,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2013,117.671439,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
2014,117.671441,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
2017,117.887058,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2018,118.07374,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
2020,118.38536,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2022,118.680447,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2023,118.680448,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2026,118.883569,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2027,119.077844,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2028,119.382187,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2029,119.39961,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2030,119.435829,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2031,119.435831,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2033,119.669164,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2034,119.670282,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
2035,119.670283,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
2039,119.880352,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2041,120.071239,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
2043,120.378996,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2045,120.680318,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2046,120.68032,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2049,120.877116,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2050,121.076104,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2051,121.376152,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2052,121.397995,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2053,121.434508,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2054,121.43451,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2059,121.668447,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2060,121.668449,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
2061,121.66845,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
2064,121.874681,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2065,122.069692,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
2067,122.374119,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2070,122.676262,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2071,122.677549,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2074,122.873481,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2075,123.074371,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2076,123.369612,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2077,123.395913,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2078,123.432911,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2079,123.434289,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2081,123.667185,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2082,123.667186,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
2083,123.667188,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
2086,123.868316,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2088,124.068801,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
2090,124.413066,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2093,124.676677,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2094,124.676678,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2098,124.86505,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2099,125.072645,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2100,125.362887,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2101,125.394428,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2102,125.433,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2103,125.435368,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2104,125.665895,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2105,125.665896,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
2106,125.665897,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
2110,125.86122,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2112,126.067768,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
2173,126.360293,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2215,126.673396,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2216,126.674748,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
2220,126.858126,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2222,127.070941,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2223,127.35683,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,175,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
2224,127.392678,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
2225,127.430255,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
2226,127.431099,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
2227,127.663998,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
